,age,workclass,fnlwgt,education,educational-num,marital-status,race,gender,capital-gain,capital-loss,hours-per-week,native-country,y
25555,59.0,3.0,357943.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
7080,53.0,0.0,171058.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
36731,42.0,3.0,217826.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,25.0,32.0,0.0
6753,57.0,0.0,123515.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
9507,38.0,0.0,275338.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
21812,31.0,3.0,349148.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
16727,44.0,0.0,290521.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
37507,47.0,0.0,202812.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,1.0
30951,22.0,0.0,215395.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0
46560,29.0,0.0,375482.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,50.0,21.0,0.0
20486,25.0,0.0,73895.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0
44989,19.0,0.0,55284.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
27674,59.0,1.0,114401.0,1.0,9.0,2.0,1.0,1.0,0.0,1504.0,19.0,0.0,0.0
15654,60.0,2.0,225894.0,15.0,1.0,2.0,1.0,1.0,0.0,0.0,40.0,3.0,0.0
16372,37.0,0.0,286730.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
9520,48.0,0.0,146497.0,7.0,13.0,1.0,1.0,1.0,0.0,0.0,50.0,0.0,1.0
35561,49.0,3.0,107597.0,1.0,9.0,3.0,1.0,1.0,14084.0,0.0,30.0,0.0,1.0
39480,20.0,0.0,243010.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0
44368,41.0,3.0,153132.0,5.0,15.0,1.0,1.0,0.0,15024.0,0.0,40.0,0.0,1.0
42341,52.0,1.0,155141.0,9.0,16.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,1.0
32553,63.0,0.0,172740.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
26159,28.0,1.0,185647.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
13634,39.0,0.0,82726.0,3.0,10.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
42845,43.0,0.0,240504.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
6871,19.0,0.0,238383.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
38559,27.0,0.0,177119.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,44.0,0.0,0.0
14386,19.0,3.0,242965.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0
42511,54.0,0.0,329733.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
28736,56.0,0.0,98809.0,6.0,4.0,1.0,1.0,1.0,5013.0,0.0,45.0,0.0,0.0
5721,36.0,0.0,428251.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
23714,23.0,1.0,496382.0,3.0,10.0,5.0,1.0,1.0,0.0,0.0,40.0,3.0,0.0
9143,25.0,0.0,225865.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
23894,46.0,1.0,375675.0,13.0,8.0,1.0,1.0,0.0,0.0,0.0,35.0,0.0,1.0
20781,35.0,2.0,296738.0,0.0,7.0,4.0,1.0,1.0,6849.0,0.0,60.0,0.0,0.0
28745,27.0,0.0,101709.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0
12810,33.0,4.0,344073.0,7.0,13.0,0.0,1.0,0.0,0.0,1408.0,50.0,0.0,0.0
27983,44.0,0.0,222434.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
5612,26.0,0.0,31558.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,90.0,0.0,1.0
29820,39.0,3.0,190023.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
48248,44.0,0.0,147110.0,3.0,10.0,3.0,1.0,0.0,14344.0,0.0,40.0,0.0,1.0
18396,21.0,5.0,181761.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0
10773,36.0,0.0,240755.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
31457,74.0,2.0,292627.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
21239,20.0,2.0,293136.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0
12005,43.0,3.0,37869.0,7.0,13.0,1.0,1.0,0.0,0.0,1977.0,40.0,0.0,1.0
27796,69.0,0.0,370837.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
25360,39.0,6.0,216473.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0
29963,52.0,0.0,117295.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
41788,28.0,0.0,227104.0,3.0,10.0,3.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
32930,39.0,1.0,132879.0,7.0,13.0,1.0,1.0,0.0,0.0,1887.0,40.0,0.0,1.0
46318,30.0,3.0,85708.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14568,81.0,6.0,51646.0,3.0,10.0,1.0,1.0,0.0,0.0,2174.0,35.0,0.0,1.0
30398,41.0,0.0,320984.0,5.0,15.0,1.0,1.0,0.0,99999.0,0.0,65.0,0.0,1.0
14110,25.0,0.0,401241.0,3.0,10.0,0.0,1.0,1.0,4416.0,0.0,25.0,0.0,0.0
25175,43.0,0.0,37402.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
27512,23.0,0.0,170482.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
25060,36.0,0.0,79649.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
40728,60.0,4.0,129379.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
24144,31.0,0.0,220690.0,3.0,10.0,3.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0
20283,28.0,0.0,157391.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
36439,42.0,0.0,196626.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
20685,47.0,0.0,368561.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
462,39.0,0.0,205338.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
21099,20.0,2.0,202994.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0
19466,35.0,0.0,191502.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0
23860,41.0,2.0,277390.0,7.0,13.0,1.0,1.0,1.0,0.0,0.0,30.0,0.0,1.0
45708,75.0,3.0,213349.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
33758,32.0,0.0,177531.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0
21314,42.0,6.0,123838.0,5.0,15.0,1.0,1.0,0.0,0.0,1977.0,50.0,0.0,1.0
37368,70.0,0.0,280307.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,20.0,22.0,0.0
48309,44.0,1.0,203761.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
42481,30.0,0.0,342709.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
16726,20.0,0.0,298227.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0
44558,20.0,0.0,48121.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
41848,25.0,0.0,132683.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
41050,19.0,0.0,175507.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
39203,60.0,5.0,198815.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,20.0,4.0,0.0
15111,41.0,0.0,227065.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
7995,22.0,0.0,227603.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0
30843,38.0,0.0,220237.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,1.0
32381,25.0,4.0,50053.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
48436,23.0,0.0,142766.0,3.0,10.0,0.0,1.0,0.0,1055.0,0.0,20.0,0.0,0.0
23180,26.0,0.0,410240.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
2244,38.0,0.0,297767.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
14847,26.0,0.0,414916.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14718,29.0,0.0,128666.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
27666,39.0,0.0,56269.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
25776,49.0,0.0,218676.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0
32232,31.0,0.0,158545.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0
2760,23.0,2.0,164732.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
6979,81.0,3.0,218521.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0
22256,62.0,0.0,368476.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,24.0,4.0,0.0
48015,71.0,3.0,78786.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
2525,34.0,0.0,233729.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0
20372,33.0,0.0,288825.0,1.0,9.0,3.0,1.0,0.0,0.0,2258.0,84.0,0.0,0.0
38554,61.0,4.0,197311.0,8.0,14.0,2.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
38070,34.0,0.0,226385.0,8.0,14.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
26311,35.0,0.0,110402.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0
5054,52.0,0.0,172511.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0
36153,51.0,0.0,70767.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
22003,27.0,0.0,366066.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
31149,19.0,0.0,184737.0,1.0,9.0,0.0,1.0,1.0,0.0,1721.0,40.0,0.0,0.0
43982,38.0,5.0,108293.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
35268,48.0,0.0,182541.0,7.0,13.0,1.0,1.0,0.0,15024.0,0.0,45.0,0.0,1.0
6699,23.0,0.0,494371.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
9645,29.0,0.0,161615.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
40546,37.0,5.0,270278.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0
32229,54.0,5.0,188809.0,9.0,16.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,1.0
2196,25.0,0.0,179255.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0
16798,20.0,2.0,214635.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0
5934,27.0,1.0,106179.0,7.0,13.0,5.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
45304,28.0,0.0,138692.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
818,21.0,0.0,243368.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,4.0,0.0
47097,22.0,0.0,291979.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
2120,41.0,0.0,231507.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
21792,48.0,0.0,94461.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0
46997,18.0,0.0,206008.0,3.0,10.0,0.0,1.0,0.0,2176.0,0.0,40.0,0.0,0.0
42593,63.0,2.0,257659.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
34824,29.0,0.0,255949.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
10423,34.0,0.0,159442.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,37.0,6.0,1.0
10516,28.0,0.0,285897.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
36816,35.0,1.0,300681.0,1.0,9.0,1.0,0.0,0.0,7298.0,0.0,35.0,0.0,1.0
6870,21.0,0.0,191789.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0
41350,47.0,0.0,201699.0,2.0,12.0,1.0,1.0,0.0,5178.0,0.0,50.0,0.0,1.0
33144,35.0,0.0,331831.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
42163,40.0,0.0,64980.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0
11446,29.0,0.0,78261.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
36976,47.0,5.0,306473.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
22271,34.0,0.0,45114.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
13442,33.0,0.0,309582.0,3.0,10.0,1.0,0.0,0.0,7298.0,0.0,50.0,0.0,1.0
31415,25.0,4.0,406955.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
35392,27.0,0.0,147340.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
30923,62.0,0.0,114060.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0
4863,34.0,6.0,337995.0,7.0,13.0,3.0,0.0,0.0,15020.0,0.0,50.0,0.0,1.0
13705,59.0,6.0,165695.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0
33535,63.0,4.0,39181.0,9.0,16.0,3.0,1.0,1.0,0.0,2559.0,60.0,0.0,1.0
25570,19.0,0.0,145844.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
21349,32.0,1.0,255004.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
22824,75.0,3.0,242108.0,1.0,9.0,3.0,1.0,0.0,2346.0,0.0,15.0,0.0,0.0
9461,59.0,0.0,217747.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
31569,42.0,0.0,318947.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
2088,20.0,2.0,323309.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,60.0,14.0,0.0
45904,51.0,0.0,95329.0,8.0,14.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
38711,41.0,1.0,32185.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
36729,24.0,0.0,188300.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
3312,37.0,0.0,189382.0,2.0,12.0,3.0,1.0,1.0,0.0,1504.0,40.0,0.0,0.0
40788,57.0,0.0,89182.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
25675,18.0,0.0,182042.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0
17109,43.0,0.0,233130.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0
40223,43.0,0.0,180096.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
3243,26.0,6.0,79078.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
14053,40.0,5.0,132125.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14550,26.0,0.0,122485.0,1.0,9.0,0.0,1.0,0.0,4416.0,0.0,40.0,0.0,0.0
25485,37.0,0.0,241998.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
7909,42.0,0.0,276218.0,7.0,13.0,3.0,1.0,1.0,0.0,0.0,38.0,0.0,0.0
2091,54.0,0.0,288557.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,46.0,0.0,0.0
13583,39.0,0.0,433592.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0
27098,35.0,0.0,158046.0,3.0,10.0,1.0,1.0,0.0,5013.0,0.0,70.0,0.0,0.0
42133,36.0,3.0,67728.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0
8958,53.0,0.0,183668.0,1.0,9.0,1.0,1.0,0.0,3464.0,0.0,34.0,0.0,0.0
47910,57.0,3.0,79539.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0
14500,28.0,0.0,125791.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
21765,49.0,0.0,227800.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0
31904,36.0,0.0,233571.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0
8720,36.0,3.0,186934.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
12698,23.0,2.0,234108.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
7213,37.0,5.0,318891.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
48256,25.0,0.0,98155.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
22736,55.0,0.0,163083.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
7414,90.0,0.0,227796.0,2.0,12.0,0.0,1.0,0.0,6097.0,0.0,45.0,0.0,1.0
17090,20.0,0.0,138768.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
14329,24.0,0.0,160968.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
7708,41.0,0.0,184630.0,7.0,13.0,3.0,1.0,0.0,4416.0,0.0,40.0,0.0,0.0
23070,22.0,0.0,113062.0,7.0,13.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0
33077,48.0,0.0,83444.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,43.0,0.0,1.0
48404,44.0,4.0,281739.0,3.0,10.0,0.0,1.0,0.0,13550.0,0.0,50.0,0.0,1.0
23037,20.0,0.0,221661.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,40.0,4.0,0.0
48695,29.0,0.0,83742.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
11638,45.0,0.0,166181.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0
10936,39.0,6.0,172927.0,2.0,12.0,1.0,1.0,0.0,15024.0,0.0,50.0,0.0,1.0
10064,40.0,0.0,168294.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37118,58.0,1.0,292379.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37922,52.0,0.0,167794.0,9.0,16.0,1.0,1.0,0.0,0.0,0.0,38.0,0.0,1.0
31238,23.0,0.0,141323.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
37533,32.0,3.0,173854.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,35.0,0.0,1.0
40146,67.0,2.0,200862.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0
26462,43.0,0.0,108945.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0
37633,28.0,0.0,163265.0,12.0,5.0,1.0,1.0,0.0,4508.0,0.0,40.0,0.0,0.0
8126,59.0,0.0,201159.0,13.0,8.0,2.0,1.0,1.0,0.0,0.0,48.0,0.0,0.0
41416,40.0,0.0,46990.0,9.0,16.0,1.0,1.0,1.0,0.0,1977.0,20.0,0.0,1.0
13482,33.0,0.0,178683.0,3.0,10.0,1.0,1.0,0.0,5013.0,0.0,40.0,0.0,0.0
40713,31.0,0.0,231826.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,52.0,4.0,0.0
26771,46.0,0.0,394860.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
24051,28.0,5.0,119793.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
48740,85.0,0.0,98611.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,3.0,19.0,0.0
36080,31.0,0.0,147654.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
25571,59.0,0.0,191965.0,0.0,7.0,1.0,1.0,1.0,3908.0,0.0,28.0,0.0,0.0
36350,26.0,1.0,206721.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
10026,37.0,0.0,178877.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
33694,28.0,0.0,22422.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
33149,53.0,0.0,178356.0,2.0,12.0,1.0,1.0,0.0,2407.0,0.0,99.0,0.0,0.0
2743,24.0,0.0,300275.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14857,33.0,0.0,145437.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0
35402,44.0,6.0,56651.0,3.0,10.0,1.0,1.0,0.0,7688.0,0.0,45.0,0.0,1.0
10313,39.0,5.0,275300.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,4.0,0.0
21406,20.0,0.0,216972.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
1309,62.0,0.0,101582.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0
18970,22.0,2.0,216563.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
4583,42.0,0.0,169948.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,1.0
46354,17.0,0.0,116626.0,0.0,7.0,0.0,1.0,0.0,0.0,1719.0,18.0,0.0,0.0
13330,61.0,2.0,244856.0,7.0,13.0,1.0,1.0,0.0,4386.0,0.0,40.0,0.0,1.0
3791,25.0,0.0,405281.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
5821,28.0,0.0,138976.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
29236,45.0,0.0,97842.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0
24724,40.0,0.0,104196.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
35314,21.0,5.0,196827.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
41557,34.0,3.0,120672.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
26334,43.0,3.0,225165.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0
33464,51.0,1.0,156003.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
10270,48.0,2.0,289517.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0
20995,22.0,0.0,74631.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0
7231,23.0,2.0,35633.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
32909,31.0,0.0,212235.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
43043,23.0,0.0,184400.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,30.0,1.0,0.0
38054,23.0,0.0,343019.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
48246,37.0,0.0,232614.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0
40313,30.0,3.0,79303.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
207,73.0,1.0,143437.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0
19855,68.0,5.0,235882.0,9.0,16.0,1.0,1.0,0.0,0.0,2377.0,60.0,0.0,1.0
46243,45.0,0.0,43479.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0
36607,26.0,0.0,59367.0,7.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
31997,46.0,0.0,154940.0,3.0,10.0,3.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0
13485,35.0,1.0,42893.0,7.0,13.0,3.0,1.0,1.0,5721.0,0.0,40.0,0.0,0.0
47299,21.0,2.0,403860.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
14385,30.0,2.0,183746.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
19767,34.0,2.0,197688.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
35623,26.0,0.0,266022.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
46814,50.0,3.0,131982.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,60.0,14.0,0.0
5955,20.0,0.0,186014.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,38.0,0.0,0.0
30958,35.0,3.0,216256.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
8253,32.0,0.0,153353.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
10040,25.0,0.0,137658.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0
30236,48.0,4.0,188081.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
1844,35.0,0.0,194404.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,1.0
10581,27.0,4.0,491607.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
38924,57.0,0.0,61474.0,3.0,10.0,1.0,1.0,0.0,7688.0,0.0,45.0,0.0,1.0
40114,51.0,0.0,57101.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
24635,35.0,0.0,100375.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0
